company_id,year,free_cash_flow,cfo_quality_period,cfo_quality_5yr_avg,cfo_quality_label,capex_intensity_pct,capex_intensity_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label
BPCL,Mar 2017,-6233.0,0.95,2.37,High,7.59,Moderate,-0.45,+,-,+,Mixed
BPCL,Mar 2018,4002.0,1.13,1.98,High,3.0,Moderate,0.26,+,-,-,Shareholder Returns
BPCL,Mar 2019,-294.0,1.19,1.74,High,3.5,Moderate,-0.02,+,-,+,Mixed
BPCL,Mar 2020,-3254.0,2.15,1.36,High,3.91,Moderate,-0.36,+,-,+,Mixed
BPCL,Mar 2021,20981.0,1.35,1.35,High,1.07,Asset Light,1.0,+,-,-,Shareholder Returns
BPCL,Mar 2022,12198.0,1.74,1.51,High,2.35,Asset Light,0.64,+,-,-,Shareholder Returns
BPCL,Mar 2023,4660.0,5.85,2.46,High,1.65,Asset Light,0.43,+,-,-,Shareholder Returns
BPCL,Mar 2024,25415.0,1.34,2.49,High,2.35,Asset Light,0.58,+,-,-,Shareholder Returns
BRITANNIA,Mar 2013,348.0,1.23,1.23,High,0.45,Asset Light,0.83,+,+,-,Liquidating Assets
BRITANNIA,Mar 2014,425.0,1.7,1.46,High,3.56,Moderate,0.68,+,-,-,Shareholder Returns
BRITANNIA,Mar 2015,134.0,0.85,1.26,High,5.73,Moderate,0.15,+,-,-,Shareholder Returns
BRITANNIA,Mar 2016,254.0,1.16,1.23,High,8.4,Capital Intensive,0.21,+,-,-,Shareholder Returns
BRITANNIA,Mar 2017,291.0,0.5,1.09,High,1.66,Asset Light,0.23,+,-,-,Shareholder Returns
BRITANNIA,Mar 2018,292.0,1.24,1.09,High,9.65,Capital Intensive,0.19,+,-,-,Shareholder Returns
BRITANNIA,Mar 2019,304.0,1.0,0.95,Moderate,7.71,Moderate,0.18,+,-,-,Reinvestor
BRITANNIA,Mar 2020,-41.0,1.07,0.99,Moderate,13.16,Capital Intensive,-0.02,+,-,+,Mixed
BRITANNIA,Mar 2021,2309.0,1.01,0.96,Moderate,3.3,Moderate,0.92,+,+,-,Liquidating Assets
BRITANNIA,Mar 2022,2214.0,0.86,1.04,High,6.47,Moderate,1.01,+,+,-,Liquidating Assets
BRITANNIA,Mar 2023,1019.0,1.09,1.01,High,9.24,Capital Intensive,0.36,+,-,-,Shareholder Returns
BRITANNIA,Mar 2024,3050.0,1.21,1.05,High,2.84,Asset Light,0.96,+,+,-,Liquidating Assets
CANBK,Mar 2013,7575.0,2.67,2.67,High,1.28,Asset Light,1.05,+,-,-,Shareholder Returns
CANBK,Mar 2014,13864.0,5.33,4.0,High,0.96,Asset Light,1.44,+,-,-,Shareholder Returns
CANBK,Mar 2015,5240.0,2.16,3.39,High,2.52,Asset Light,0.51,+,-,-,Shareholder Returns
CANBK,Mar 2016,8903.0,,3.39,High,1.01,Asset Light,0.5,+,-,-,Shareholder Returns
CANBK,Mar 2017,2099.0,1.82,3.0,High,1.15,Asset Light,0.13,+,-,+,Mixed
CANBK,Mar 2018,-11607.0,,3.1,High,1.18,Asset Light,-0.45,-,-,+,Growth Funded by Debt
CANBK,Mar 2019,17492.0,26.2,10.06,High,1.55,Asset Light,0.64,+,-,-,Shareholder Returns
CANBK,Mar 2020,-5734.0,,14.01,High,0.89,Asset Light,-0.21,-,-,+,Growth Funded by Debt
CANBK,Mar 2021,58002.0,19.99,16.0,High,1.59,Asset Light,1.34,+,-,+,Mixed
CANBK,Mar 2022,-510.0,0.15,15.45,High,2.02,Asset Light,-0.01,+,-,+,Mixed
CANBK,Mar 2023,-41134.0,-3.52,10.71,High,1.35,Asset Light,-0.96,-,-,+,Growth Funded by Debt
CANBK,Mar 2024,13296.0,0.98,4.4,High,1.58,Asset Light,0.29,+,-,-,Shareholder Returns
CHOLAFIN,Mar 2013,-3749.0,-12.19,-12.19,Accrual Risk,0.19,Asset Light,-5.45,-,+,+,Distress Signal
CHOLAFIN,Mar 2014,-2530.0,-6.65,-9.42,Accrual Risk,2.53,Asset Light,-2.71,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2015,-2304.0,-5.1,-7.98,Accrual Risk,1.08,Asset Light,-2.17,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2016,-2946.0,-4.89,-7.21,Accrual Risk,3.25,Moderate,-2.33,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2017,-1690.0,-2.04,-6.17,Accrual Risk,4.73,Moderate,-1.28,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2018,-7986.0,-8.63,-5.46,Accrual Risk,1.08,Asset Light,-5.5,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2019,-9328.0,-7.78,-5.69,Accrual Risk,0.15,Asset Light,-5.72,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2020,-2129.0,-1.97,-5.06,Accrual Risk,0.62,Asset Light,-0.88,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2021,-10594.0,-5.82,-5.25,Accrual Risk,18.22,Capital Intensive,-3.64,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2022,-3931.0,-2.59,-5.36,Accrual Risk,16.16,Capital Intensive,-1.34,-,+,+,Distress Signal
CHOLAFIN,Mar 2023,-29253.0,-10.17,-5.67,Accrual Risk,16.67,Capital Intensive,-8.08,-,-,+,Growth Funded by Debt
CHOLAFIN,Mar 2024,-38538.0,-10.43,-6.2,Accrual Risk,14.9,Capital Intensive,-7.16,-,-,+,Growth Funded by Debt
CIPLA,Mar 2013,-665.0,0.9,0.9,Moderate,24.92,Capital Intensive,-0.11,+,-,+,Mixed
CIPLA,Mar 2014,298.0,1.11,1.01,High,12.43,Capital Intensive,0.04,+,-,-,Shareholder Returns
CIPLA,Mar 2015,223.0,0.95,0.99,Moderate,8.37,Capital Intensive,0.02,+,-,+,Mixed
CIPLA,Mar 2016,-2792.0,1.26,1.05,High,32.87,Capital Intensive,-0.25,+,-,+,Mixed
CIPLA,Mar 2017,1078.0,2.3,1.3,High,9.06,Capital Intensive,0.09,+,-,-,Shareholder Returns
CIPLA,Mar 2018,629.0,1.03,1.33,High,5.5,Moderate,0.05,+,-,-,Shareholder Returns
CIPLA,Mar 2019,3.0,1.13,1.33,High,10.32,Capital Intensive,0.0,+,-,-,Shareholder Returns
CIPLA,Mar 2020,3182.0,2.05,1.55,High,0.67,Asset Light,0.23,+,+,-,Liquidating Assets
CIPLA,Mar 2021,1381.0,1.57,1.62,High,12.39,Capital Intensive,0.09,+,-,-,Shareholder Returns
CIPLA,Mar 2022,1468.0,1.31,1.42,High,8.54,Capital Intensive,0.09,+,-,-,Shareholder Returns
CIPLA,Mar 2023,862.0,1.14,1.44,High,10.44,Capital Intensive,0.05,+,-,-,Shareholder Returns
CIPLA,Mar 2024,1152.0,1.0,1.41,High,11.57,Capital Intensive,0.06,+,-,-,Shareholder Returns
COALINDIA,Mar 2013,7276.0,0.52,0.52,Moderate,2.68,Asset Light,0.14,+,-,-,Reinvestor
COALINDIA,Mar 2014,23105.0,0.96,0.74,Moderate,12.15,Capital Intensive,0.44,+,+,-,Liquidating Assets
COALINDIA,Mar 2015,15276.0,1.05,0.84,Moderate,1.21,Asset Light,0.27,+,+,-,Liquidating Assets
COALINDIA,Mar 2016,21308.0,0.92,0.86,Moderate,10.47,Capital Intensive,0.36,+,+,-,Liquidating Assets
COALINDIA,Mar 2017,16916.0,1.77,1.04,High,0.58,Asset Light,0.26,+,+,-,Liquidating Assets
COALINDIA,Mar 2018,13368.0,3.0,1.54,High,9.09,Capital Intensive,0.18,+,-,-,Shareholder Returns
COALINDIA,Mar 2019,8460.0,0.94,1.54,High,7.93,Moderate,0.11,+,-,-,Shareholder Returns
COALINDIA,Mar 2020,6010.0,0.3,1.39,High,1.08,Asset Light,0.08,+,+,-,Liquidating Assets
COALINDIA,Mar 2021,10774.0,0.83,1.37,High,0.2,Asset Light,0.15,+,+,-,Liquidating Assets
COALINDIA,Mar 2022,15392.0,2.37,1.49,High,23.44,Capital Intensive,0.18,+,-,-,Shareholder Returns
COALINDIA,Mar 2023,12269.0,1.13,1.11,High,16.97,Capital Intensive,0.13,+,-,-,Shareholder Returns
COALINDIA,Mar 2024,13617.0,0.48,1.02,High,3.15,Moderate,0.14,+,-,-,Shareholder Returns
DABUR,Mar 2013,248.0,1.14,1.14,High,10.13,Capital Intensive,0.25,+,-,-,Shareholder Returns
DABUR,Mar 2014,994.0,1.2,1.17,High,1.47,Asset Light,0.86,+,-,-,Shareholder Returns
DABUR,Mar 2015,171.0,0.98,1.11,High,11.24,Capital Intensive,0.13,+,-,-,Shareholder Returns
DABUR,Mar 2016,457.0,0.95,1.07,High,9.38,Capital Intensive,0.3,+,-,-,Shareholder Returns
DABUR,Mar 2017,420.0,0.96,1.05,High,10.6,Capital Intensive,0.28,+,-,-,Shareholder Returns
DABUR,Mar 2018,551.0,0.8,0.98,Moderate,7.01,Moderate,0.34,+,-,-,Reinvestor
DABUR,Mar 2019,1837.0,1.04,0.95,Moderate,3.97,Moderate,1.06,+,+,-,Liquidating Assets
DABUR,Mar 2020,1097.0,1.11,0.97,Moderate,5.95,Moderate,0.61,+,-,-,Reinvestor
DABUR,Mar 2021,711.0,1.25,1.03,High,14.68,Capital Intensive,0.36,+,-,-,Shareholder Returns
DABUR,Mar 2022,529.0,1.03,1.05,High,11.69,Capital Intensive,0.23,+,-,-,Shareholder Returns
DABUR,Mar 2023,905.0,0.87,1.06,High,5.06,Moderate,0.42,+,-,-,Shareholder Returns
DABUR,Mar 2024,1042.0,1.11,1.07,High,7.83,Moderate,0.43,+,-,-,Shareholder Returns
DIVISLAB,Mar 2013,225.0,0.8,0.8,Moderate,11.89,Capital Intensive,0.28,+,-,-,Reinvestor
DIVISLAB,Mar 2014,252.0,0.72,0.76,Moderate,12.05,Capital Intensive,0.25,+,-,-,Reinvestor
DIVISLAB,Mar 2015,305.0,0.97,0.83,Moderate,16.73,Capital Intensive,0.26,+,-,-,Reinvestor
DIVISLAB,Mar 2016,632.0,0.92,0.85,Moderate,10.75,Capital Intensive,0.44,+,-,-,Reinvestor
DIVISLAB,Mar 2017,10.0,1.08,0.9,Moderate,28.05,Capital Intensive,0.01,+,-,+,Mixed
DIVISLAB,Mar 2018,298.0,0.88,0.91,Moderate,12.28,Capital Intensive,0.23,+,-,-,Reinvestor
DIVISLAB,Mar 2019,269.0,0.71,0.91,Moderate,13.85,Capital Intensive,0.14,+,-,-,Reinvestor
DIVISLAB,Mar 2020,1133.0,0.88,0.89,Moderate,1.54,Asset Light,0.62,+,-,-,Reinvestor
DIVISLAB,Mar 2021,2022.0,0.98,0.91,Moderate,1.08,Asset Light,0.71,+,+,-,Liquidating Assets
DIVISLAB,Mar 2022,-283.0,0.65,0.82,Moderate,24.5,Capital Intensive,-0.07,+,-,-,Reinvestor
DIVISLAB,Mar 2023,-248.0,1.35,0.91,Moderate,34.85,Capital Intensive,-0.1,+,-,-,Reinvestor
DIVISLAB,Mar 2024,992.0,0.79,0.93,Moderate,3.43,Moderate,0.45,+,-,-,Reinvestor
DLF,Mar 2013,4004.0,3.01,3.01,High,25.67,Capital Intensive,1.52,+,+,-,Liquidating Assets
DLF,Mar 2014,5392.0,2.49,2.75,High,47.29,Capital Intensive,2.16,+,+,-,Liquidating Assets
DLF,Mar 2015,2135.0,4.02,3.17,High,1.28,Asset Light,0.71,+,+,-,Liquidating Assets
DLF,Mar 2016,2139.0,9.7,4.8,High,8.24,Capital Intensive,0.54,+,-,-,Shareholder Returns
DLF,Mar 2017,-26.0,-1.27,3.59,High,10.61,Capital Intensive,-0.01,-,+,+,Distress Signal
DLF,Mar 2018,-1832.0,0.06,3.0,High,31.34,Capital Intensive,-0.77,+,-,-,Shareholder Returns
DLF,Mar 2019,2046.0,1.55,2.81,High,0.04,Asset Light,0.95,+,+,+,Cash Accumulator
DLF,Mar 2020,6864.0,,2.51,High,106.99,Capital Intensive,5.99,+,+,-,Liquidating Assets
DLF,Mar 2021,1610.0,1.35,0.42,Accrual Risk,2.77,Asset Light,1.1,+,+,-,Liquidating Assets
DLF,Mar 2022,3099.0,1.89,1.21,High,4.67,Moderate,1.78,+,+,-,Liquidating Assets
DLF,Mar 2023,1914.0,1.17,1.49,High,8.09,Capital Intensive,1.11,+,-,-,Shareholder Returns
DLF,Mar 2024,1010.0,0.93,1.33,High,23.79,Capital Intensive,0.48,+,-,+,Mixed
DMART,Mar 2013,-104.0,1.35,1.35,High,6.91,Moderate,-0.48,+,-,+,Mixed
DMART,Mar 2014,-72.0,1.23,1.29,High,5.76,Moderate,-0.21,+,-,+,Mixed
DMART,Mar 2015,-252.0,1.05,1.21,High,7.36,Moderate,-0.55,+,-,+,Mixed
DMART,Mar 2016,-200.0,1.35,1.25,High,7.37,Moderate,-0.3,+,-,+,Mixed
DMART,Mar 2017,-2027.0,0.95,1.19,High,20.86,Capital Intensive,-2.09,+,-,+,Mixed
DMART,Mar 2018,1194.0,0.91,1.1,High,3.09,Moderate,0.88,+,+,-,Liquidating Assets
DMART,Mar 2019,-151.0,0.89,1.03,High,4.79,Moderate,-0.09,+,-,+,Mixed
DMART,Mar 2020,-3377.0,0.98,1.02,High,18.73,Capital Intensive,-1.59,+,-,+,Mixed
DMART,Mar 2021,265.0,1.25,1.0,Moderate,4.6,Moderate,0.15,+,-,-,Reinvestor
DMART,Mar 2022,83.0,0.92,0.99,Moderate,4.16,Moderate,0.03,+,-,-,Reinvestor
DMART,Mar 2023,317.0,1.11,1.03,High,5.4,Moderate,0.09,+,-,-,Shareholder Returns
DMART,Mar 2024,278.0,1.08,1.07,High,4.86,Moderate,0.07,+,-,-,Shareholder Returns
DRREDDY,Mar 2013,-59.0,0.9,0.9,Moderate,12.14,Capital Intensive,-0.02,+,-,-,Reinvestor
DRREDDY,Mar 2014,366.0,1.0,0.95,Moderate,11.96,Capital Intensive,0.11,+,-,-,Reinvestor
DRREDDY,Mar 2015,154.0,1.08,0.99,Moderate,15.78,Capital Intensive,0.04,+,-,-,Reinvestor
DRREDDY,Mar 2016,1653.0,1.53,1.13,High,10.34,Capital Intensive,0.46,+,-,-,Shareholder Returns
DRREDDY,Mar 2017,254.0,1.66,1.23,High,13.31,Capital Intensive,0.1,+,-,-,Shareholder Returns
DRREDDY,Mar 2018,320.0,1.9,1.43,High,10.38,Capital Intensive,0.14,+,-,-,Shareholder Returns
DRREDDY,Mar 2019,2101.0,1.47,1.53,High,4.98,Moderate,0.66,+,-,-,Shareholder Returns
DRREDDY,Mar 2020,2489.0,1.47,1.61,High,2.83,Asset Light,1.0,+,-,-,Shareholder Returns
DRREDDY,Mar 2021,1315.0,1.83,1.67,High,11.84,Capital Intensive,0.34,+,-,-,Shareholder Returns
DRREDDY,Mar 2022,246.0,1.29,1.59,High,11.91,Capital Intensive,0.07,+,-,-,Shareholder Returns
DRREDDY,Mar 2023,1779.0,1.31,1.47,High,16.66,Capital Intensive,0.27,+,-,-,Shareholder Returns
DRREDDY,Mar 2024,509.0,0.81,1.34,High,14.4,Capital Intensive,0.06,+,-,-,Shareholder Returns
EICHERMOT,Dec 2012,-277.0,1.04,1.04,High,12.1,Capital Intensive,-0.5,+,-,-,Shareholder Returns
EICHERMOT,Dec 2013,-74.0,1.36,1.2,High,11.6,Capital Intensive,-0.1,+,-,-,Shareholder Returns
EICHERMOT,Dec 2014,-167.0,1.49,1.3,High,13.89,Capital Intensive,-0.15,+,-,-,Shareholder Returns
EICHERMOT,Mar 2016,462.0,1.09,1.25,High,16.22,Capital Intensive,0.27,+,-,-,Shareholder Returns
EICHERMOT,Mar 2017,-36.0,1.02,1.2,High,24.8,Capital Intensive,-0.02,+,-,+,Mixed
EICHERMOT,Mar 2018,337.0,1.27,1.25,High,23.93,Capital Intensive,0.12,+,-,-,Shareholder Returns
EICHERMOT,Mar 2019,915.0,0.71,1.12,High,6.74,Moderate,0.32,+,-,-,Shareholder Returns
EICHERMOT,Mar 2020,186.0,0.93,1.0,Moderate,16.47,Capital Intensive,0.09,+,-,-,Reinvestor
EICHERMOT,Mar 2021,66.0,1.26,1.04,High,18.64,Capital Intensive,0.04,+,-,-,Shareholder Returns
EICHERMOT,Mar 2022,544.0,0.91,1.02,High,9.55,Capital Intensive,0.25,+,-,-,Shareholder Returns
EICHERMOT,Mar 2023,426.0,0.97,0.96,Moderate,16.6,Capital Intensive,0.12,+,-,-,Reinvestor
EICHERMOT,Mar 2024,890.0,0.93,1.0,Moderate,17.14,Capital Intensive,0.21,+,-,-,Reinvestor
GAIL,Mar 2013,-2023.0,1.51,1.51,High,16.92,Capital Intensive,-0.27,+,-,+,Mixed
GAIL,Mar 2014,149.0,0.96,1.23,High,7.23,Moderate,0.02,+,-,-,Shareholder Returns
GAIL,Mar 2015,1405.0,1.33,1.27,High,4.64,Moderate,0.25,+,-,-,Shareholder Returns
GAIL,Mar 2016,3056.0,2.11,1.48,High,1.74,Asset Light,0.67,+,-,-,Shareholder Returns
GAIL,Mar 2017,5690.0,1.79,1.54,High,0.69,Asset Light,0.95,+,-,-,Shareholder Returns
GAIL,Mar 2018,6109.0,1.82,1.6,High,4.88,Moderate,0.78,+,-,-,Shareholder Returns
GAIL,Mar 2019,2283.0,1.22,1.65,High,7.48,Moderate,0.23,+,-,-,Shareholder Returns
GAIL,Mar 2020,46.0,0.88,1.56,High,11.44,Capital Intensive,0.01,+,-,+,Mixed
GAIL,Mar 2021,4353.0,1.46,1.43,High,8.09,Capital Intensive,0.6,+,-,-,Shareholder Returns
GAIL,Mar 2022,3930.0,0.77,1.23,High,5.92,Moderate,0.26,+,-,-,Shareholder Returns
GAIL,Mar 2023,-4248.0,0.57,0.98,Moderate,5.12,Moderate,-0.57,+,-,+,Mixed
GAIL,Mar 2024,4360.0,1.27,0.99,Moderate,6.17,Moderate,0.3,+,-,-,Reinvestor
GODREJCP,Mar 2013,-45.0,0.97,0.97,Moderate,13.49,Capital Intensive,-0.05,+,-,+,Mixed
GODREJCP,Mar 2014,622.0,1.36,1.17,High,6.5,Moderate,0.53,+,-,-,Shareholder Returns
GODREJCP,Mar 2015,-209.0,1.05,1.13,High,14.94,Capital Intensive,-0.15,+,-,-,Shareholder Returns
GODREJCP,Mar 2016,225.0,1.02,1.1,High,7.38,Moderate,0.14,+,-,-,Shareholder Returns
GODREJCP,Mar 2017,-383.0,1.42,1.16,High,24.2,Capital Intensive,-0.2,+,-,+,Mixed
GODREJCP,Mar 2018,1387.0,1.05,1.18,High,3.41,Moderate,0.67,+,-,-,Shareholder Returns
GODREJCP,Mar 2019,2003.0,0.74,1.06,High,2.66,Asset Light,0.94,+,+,-,Liquidating Assets
GODREJCP,Mar 2020,1036.0,1.06,1.06,High,5.57,Moderate,0.48,+,-,-,Shareholder Returns
GODREJCP,Mar 2021,1738.0,1.18,1.09,High,2.65,Asset Light,0.72,+,-,-,Shareholder Returns
GODREJCP,Mar 2022,607.0,0.81,0.97,Moderate,6.88,Moderate,0.25,+,-,-,Reinvestor
GODREJCP,Mar 2023,397.0,1.26,1.01,High,13.17,Capital Intensive,0.16,+,-,-,Shareholder Returns
GODREJCP,Mar 2024,-1365.0,,1.08,High,24.37,Capital Intensive,-0.46,+,-,+,Mixed
GRASIM,Mar 2013,-1445.0,1.12,1.12,High,20.38,Capital Intensive,-0.24,+,-,+,Mixed
GRASIM,Mar 2014,1213.0,1.2,1.16,High,8.25,Capital Intensive,0.25,+,-,-,Shareholder Returns
GRASIM,Mar 2015,2235.0,1.78,1.37,High,7.43,Moderate,0.43,+,-,-,Shareholder Returns
GRASIM,Mar 2016,1353.0,1.7,1.45,High,13.09,Capital Intensive,0.23,+,-,-,Shareholder Returns
GRASIM,Mar 2017,3779.0,1.72,1.5,High,9.73,Capital Intensive,0.51,+,-,-,Shareholder Returns
GRASIM,Mar 2018,-2594.0,-1.12,1.06,High,2.77,Asset Light,-0.22,-,+,+,Distress Signal
GRASIM,Mar 2019,-3871.0,-0.6,0.7,Moderate,2.87,Asset Light,-0.23,-,-,+,Growth Funded by Debt
GRASIM,Mar 2020,5256.0,2.5,0.84,Moderate,16.65,Capital Intensive,0.51,+,-,-,Reinvestor
GRASIM,Mar 2021,7929.0,2.16,0.93,Moderate,9.35,Capital Intensive,0.43,+,-,-,Reinvestor
GRASIM,Mar 2022,5985.0,0.63,0.71,Moderate,1.1,Asset Light,0.29,+,-,-,Reinvestor
GRASIM,Mar 2023,-26397.0,-1.15,0.71,Moderate,11.66,Capital Intensive,-1.22,-,-,+,Growth Funded by Debt
GRASIM,Mar 2024,-33833.0,-1.08,0.61,Moderate,17.65,Capital Intensive,-1.24,-,-,+,Growth Funded by Debt
HAL,Mar 2017,2598.0,-0.16,-0.16,Accrual Risk,16.83,Capital Intensive,0.8,-,+,-,Distress Signal
HAL,Mar 2018,-140.0,-0.37,-0.27,Accrual Risk,3.21,Moderate,-0.04,-,+,-,Distress Signal
HAL,Mar 2019,-2402.0,-3.28,-1.27,Accrual Risk,26.45,Capital Intensive,-0.53,-,+,+,Distress Signal
HAL,Mar 2020,203.0,0.54,-0.82,Accrual Risk,6.22,Moderate,0.04,+,-,+,Mixed
HAL,Mar 2021,13934.0,4.67,0.28,Accrual Risk,5.2,Moderate,2.61,+,-,-,Reinvestor
HAL,Mar 2022,-2609.0,2.0,0.71,Moderate,51.95,Capital Intensive,-0.48,+,-,-,Reinvestor
HAL,Mar 2023,3102.0,1.52,1.09,High,21.29,Capital Intensive,0.47,+,-,-,Shareholder Returns
HAL,Mar 2024,1814.0,1.08,1.96,High,21.11,Capital Intensive,0.19,+,-,-,Shareholder Returns
HAVELLS,Mar 2013,494.0,1.1,1.1,High,2.02,Asset Light,0.73,+,-,-,Shareholder Returns
HAVELLS,Mar 2014,492.0,1.95,1.52,High,4.67,Moderate,0.63,+,-,-,Shareholder Returns
HAVELLS,Mar 2015,478.0,2.5,1.85,High,5.73,Moderate,0.63,+,-,-,Shareholder Returns
HAVELLS,Mar 2016,392.0,0.39,1.49,High,1.59,Asset Light,0.49,+,-,-,Shareholder Returns
HAVELLS,Mar 2017,547.0,1.55,1.5,High,3.59,Moderate,0.67,+,-,-,Shareholder Returns
HAVELLS,Mar 2018,154.0,1.66,1.61,High,11.66,Capital Intensive,0.15,+,-,-,Shareholder Returns
HAVELLS,Mar 2019,686.0,0.64,1.35,High,1.84,Asset Light,0.58,+,+,-,Liquidating Assets
HAVELLS,Mar 2020,279.0,1.13,1.07,High,5.81,Moderate,0.26,+,-,-,Shareholder Returns
HAVELLS,Mar 2021,-103.0,0.63,1.12,High,7.3,Moderate,-0.06,+,-,+,Mixed
HAVELLS,Mar 2022,969.0,1.44,1.1,High,5.45,Moderate,0.55,+,-,-,Shareholder Returns
HAVELLS,Mar 2023,596.0,0.53,0.87,Moderate,0.18,Asset Light,0.37,+,+,-,Liquidating Assets
HAVELLS,Mar 2024,335.0,1.54,1.05,High,8.7,Capital Intensive,0.18,+,-,-,Shareholder Returns
HCLTECH,Jun 2013,2131.0,1.11,1.11,High,9.23,Capital Intensive,0.38,+,-,-,Shareholder Returns
HCLTECH,Jun 2014,1615.0,0.99,1.05,High,15.06,Capital Intensive,0.2,+,-,-,Shareholder Returns
HCLTECH,Jun 2015,3451.0,0.75,0.95,Moderate,5.69,Moderate,0.41,+,-,-,Reinvestor
HCLTECH,Mar 2016,1615.0,,0.95,Moderate,,,,+,-,-,Reinvestor
HCLTECH,Mar 2017,5105.0,1.05,0.98,Moderate,8.18,Capital Intensive,0.49,+,-,-,Reinvestor
HCLTECH,Mar 2018,6092.0,0.95,0.94,Moderate,4.42,Moderate,0.54,+,-,-,Reinvestor
HCLTECH,Mar 2019,5715.0,0.89,0.91,Moderate,5.39,Moderate,0.41,+,-,-,Reinvestor
HCLTECH,Mar 2020,1027.0,1.21,1.02,High,17.45,Capital Intensive,0.06,+,-,-,Shareholder Returns
HCLTECH,Mar 2021,13953.0,1.76,1.17,High,7.52,Moderate,0.7,+,-,-,Shareholder Returns
HCLTECH,Mar 2022,18497.0,1.25,1.21,High,1.86,Asset Light,0.9,+,+,-,Liquidating Assets
HCLTECH,Mar 2023,14436.0,1.21,1.26,High,3.52,Moderate,0.64,+,-,-,Shareholder Returns
HCLTECH,Mar 2024,15840.0,1.43,1.37,High,6.01,Moderate,0.65,+,-,-,Shareholder Returns
HDFCBANK,Mar 2013,-6749.0,-0.85,-0.85,Accrual Risk,2.52,Asset Light,-0.53,-,-,+,Growth Funded by Debt
HDFCBANK,Mar 2014,3112.0,0.48,-0.18,Accrual Risk,2.58,Asset Light,0.23,+,-,+,Mixed
HDFCBANK,Mar 2015,-22081.0,-1.99,-0.79,Accrual Risk,1.58,Asset Light,-1.37,-,-,+,Growth Funded by Debt
HDFCBANK,Mar 2016,-35272.0,-2.69,-1.26,Accrual Risk,1.33,Asset Light,-1.76,-,-,+,Growth Funded by Debt
HDFCBANK,Mar 2017,16136.0,1.13,-0.78,Accrual Risk,1.56,Asset Light,0.68,+,-,-,Reinvestor
HDFCBANK,Mar 2018,16372.0,0.93,-0.43,Accrual Risk,0.99,Asset Light,0.55,+,-,+,Mixed
HDFCBANK,Mar 2019,-64375.0,-2.8,-1.08,Accrual Risk,1.43,Asset Light,-1.85,-,-,+,Growth Funded by Debt
HDFCBANK,Mar 2020,-18272.0,-0.62,-0.81,Accrual Risk,1.15,Asset Light,-0.4,-,-,+,Growth Funded by Debt
HDFCBANK,Mar 2021,40653.0,1.33,-0.01,Accrual Risk,1.42,Asset Light,0.77,+,-,-,Reinvestor
HDFCBANK,Mar 2022,-14011.0,-0.31,-0.29,Accrual Risk,1.51,Asset Light,-0.25,-,-,+,Growth Funded by Debt
HDFCBANK,Mar 2023,17822.0,0.45,-0.39,Accrual Risk,1.75,Asset Light,0.28,+,-,+,Mixed
HDFCBANK,Mar 2024,35669.0,0.29,0.23,Accrual Risk,5.85,Moderate,0.2,+,+,-,Liquidating Assets
HDFCLIFE,Mar 2013,,,,,,,,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2014,,,,,,,,-,-,-,Pre-Revenue
HDFCLIFE,Mar 2015,945.0,5.67,5.67,High,12.91,Capital Intensive,0.04,+,-,-,Shareholder Returns
HDFCLIFE,Mar 2016,1725.0,6.96,6.31,High,21.84,Capital Intensive,0.1,+,-,-,Shareholder Returns
HDFCLIFE,Mar 2017,1053.0,7.02,6.55,High,16.89,Capital Intensive,0.04,+,-,-,Shareholder Returns
HDFCLIFE,Mar 2018,2318.0,6.09,6.43,High,13.7,Capital Intensive,0.07,+,-,-,Shareholder Returns
HDFCLIFE,Mar 2019,-314.0,7.72,6.69,High,26.21,Capital Intensive,-0.01,+,-,-,Shareholder Returns
HDFCLIFE,Mar 2020,-401.0,5.7,6.7,High,26.51,Capital Intensive,-0.01,+,-,+,Mixed
HDFCLIFE,Mar 2021,751.0,7.13,6.73,High,12.52,Capital Intensive,0.01,+,-,+,Mixed
HDFCLIFE,Mar 2022,5142.0,4.48,6.22,High,1.19,Asset Light,0.08,+,-,-,Shareholder Returns
HDFCLIFE,Mar 2023,-3188.0,5.03,6.01,High,14.34,Capital Intensive,-0.05,+,-,+,Mixed
HDFCLIFE,Mar 2024,-2893.0,6.81,5.83,High,13.42,Capital Intensive,-0.03,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2014,1347.0,1.41,1.41,High,6.39,Moderate,0.06,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2015,2217.0,0.92,1.17,High,0.11,Asset Light,0.09,+,+,-,Liquidating Assets
HEROMOTOCO,Mar 2016,1422.0,1.2,1.18,High,8.08,Capital Intensive,0.06,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2017,2035.0,1.13,1.17,High,6.89,Moderate,0.08,+,-,-,Shareholder Returns
